imageId,grade,lessonId,caption,reviewStatus,captionMatch,targetEventIds,targetEventTitles,relationTypes,confidences,reviewReason,changedFromOriginalDecision,originalDecisionStatus,originalDecisionEventId,webSourceGroups,duplicateOf
grade_10:12145:img_12,10,12145,** Hình 14. ** Một phần toà nhà ở Đu-bai (Các Tiểu vương quốc A-rập Thống nhất) được xây dựng bởi máy in 3D,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12146:img_01,10,12146,** Hình 1. ** Lược đồ Đông Nam Á ngày nay,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12146:img_02,10,12146,** Hình 2. ** Sông Mê Công – đoạn chảy qua tỉnh Nong Khai (Thái Lan),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12146:img_03,10,12146,** Hình 3. ** Nông dân cấy lúa trên cánh đồng ở Việt Nam,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12146:img_04,10,12146,** Hình 4. ** Nông dân cấy lúa trên cánh đồng ở Thái Lan,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12146:img_05,10,12146,"** Hình 5. ** Hoạ tiết hình thuyền trên trống đồng Đông Sơn (Việt Nam),  niên đại khoảng thế kỉ VII đến thế kỉ I TCN",approved,True,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual,high,Họa tiết thuyền trên trống đồng Đông Sơn là tư liệu tiêu biểu của văn minh Văn Lang – Âu Lạc.,True,no_suitable_event,,dong_son,
grade_10:12146:img_06,10,12146,** Hình 6. ** Sơ đồ các ngữ hệ và nhóm ngôn ngữ ở Đông Nam Á ngày nay,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12146:img_07,10,12146,** Hình 7. ** Một nghi thức trong lễ Phật đản tại chùa Vát Su-thát (Thái Lan),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12146:img_08,10,12146,** Hình 8. ** Bia Vô Cạnh – bia chữ Phạn cổ nhất Đông Nam Á (thế kỉ III — IV) được tìm thấy ở Việt Nam,approved,True,hinh-thanh-phat-trien-van-minh-cham-pa,Hình thành và phát triển văn minh Chăm-pa,strong_contextual,high,"Bia Võ Cạnh là tư liệu chữ Phạn sớm ở Việt Nam, gắn với bối cảnh hình thành văn minh Chăm-pa.",True,no_suitable_event,,champa,
grade_10:12146:img_09,10,12146,** Hình 9. ** Khu đền thờ Pram-ba-nan – công trình kiến trúc Hin-đu giáo nổi tiếng ở In-đô-nê-xi-a (thế kỉ VIII),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12146:img_10,10,12146,** Hình 10. ** Khuê Văn Các trong Văn Miếu – Quốc Tử Giám Hà Nội (Việt Nam),approved,True,nha-ly-xay-dung-van-mieu | ly-thanh-tong-dung-van-mieu,Nhà Lý xây dựng Văn Miếu | Vua Lý Thánh Tông cho dựng Văn Miếu thờ Khổng Tử,strong_contextual | strong_contextual,high | high,"Khuê Văn Các nằm trong quần thể Văn Miếu – Quốc Tử Giám, phù hợp minh họa sự kiện xây dựng Văn Miếu; không phải công trình nguyên gốc thời Lý.",True,approved,nha-ly-xay-dung-van-mieu,,
grade_10:12146:img_11,10,12146,** Hình 11. ** Đền Cheng Hun Teng ở Ma-lắc-ca (Ma-lai-xi-a),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12146:img_12,10,12146,,no_suitable_event,unknown,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12147:img_01,10,12147,** Hình 1. ** Đền Bô-rô-bu-đua (In-đô-nê-xi-a),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12147:img_02,10,12147,** Hình 2. ** Sơ đồ quá trình hình thành và phát triển của văn minh Đông Nam Á,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12147:img_03,10,12147,** Hình 4. ** Tượng Phật ở chùa Ki-a-pun ở Ba-gô (Mi-an-ma),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12147:img_04,10,12147,** Hình 5. ** Nhà thờ Hồi giáo Bai-tu-ra-man (In-đô-nê-xi-a),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12147:img_05,10,12147,** Hình 6. ** Nhà thờ Ba-si-li-ca đờ Xan Mác-tin đờ Tua ở Ba-tan-gát (Phi-líp-pin),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12147:img_06,10,12147,"** Hình 7. ** Bia khắc chữ Khơ-me cổ Phra Chon Bu-ri (Thái Lan) Trên cơ sở chữ viết riêng, cư dân các nước Đông Nam Á đã tạo dựng một nền văn học viết đa dạng với nhiều tác phẩm xuất sắc còn được lưu giữ đến ngày nay, như * Truyện Kiều * (Việt Nam), * Riêm Kê * (Cam-pu-chia), * Ra-ma-kiên * (Thái Lan).",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12147:img_07,10,12147,** Hình 8. ** Đền Ăng-co Vát (Cam-pu-chia),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12147:img_08,10,12147,** Hình 9. ** Tháp Thạt Luổng (Lào),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12147:img_09,10,12147,** Hình 10. ** Hoa văn trên thạp đồng Đào Xá thuộc văn hoá Đông Sơn (Việt Nam),approved,True,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual,high,Hoa văn trên thạp đồng Đông Sơn là tư liệu tiêu biểu của văn minh Văn Lang – Âu Lạc.,True,no_suitable_event,,,
grade_10:12147:img_10,10,12147,** Hình 11. ** Hoa văn trên đồ gốm ở Bản Chiềng (Thái Lan),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12147:img_11,10,12147,"** Hình 12. ** Phù điêu trên đài thờ Mỹ Sơn, thế kỉ VII – VIII (Việt Nam)",approved,True,hinh-thanh-phat-trien-van-minh-cham-pa,Hình thành và phát triển văn minh Chăm-pa,strong_contextual,high,Phù điêu ở đền tháp Mỹ Sơn là di sản trực tiếp của vương quốc Chăm-pa.,True,no_suitable_event,,champa,
grade_10:12148:img_01,10,12148,,approved,True,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual,high,Hiện vật/không gian/họa tiết Đông Sơn – lưu vực sông Hồng là tư liệu tiêu biểu của văn minh Văn Lang – Âu Lạc.,True,no_suitable_event,,dong_son,
grade_10:12148:img_02,10,12148,** **,approved,True,hinh-thanh-phat-trien-van-minh-cham-pa,Hình thành và phát triển văn minh Chăm-pa,strong_contextual,high,Hiện vật Linga–Yoni là biểu tượng tôn giáo điển hình của văn minh Chăm-pa.,True,no_suitable_event,,champa,
grade_10:12148:img_03,10,12148,** **,approved,True,van-hoa-tien-oc-eo,Văn hoá tiền Óc Eo,strong_contextual,medium,Hiện vật gốm dạng vòi phù hợp nhóm hiện vật tiền Óc Eo trong mạch bài.,True,no_suitable_event,,,
grade_10:12148:img_04,10,12148,** Hình 2. ** Sông Hồng đoạn chảy qua địa phận thị xã Sơn Tây (Hà Nội) và huyện Vĩnh Tường (Vĩnh Phúc),approved,True,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual,high,Hiện vật/không gian/họa tiết Đông Sơn – lưu vực sông Hồng là tư liệu tiêu biểu của văn minh Văn Lang – Âu Lạc.,False,approved,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,dong_son,
grade_10:12148:img_05,10,12148,** Hình 3. ** So đó tổ chức Nhà nước Văn Lang,approved,True,su-ra-doi-nha-nuoc-van-lang | hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Nhà nước Văn Lang | Hình thành và phát triển văn minh Văn Lang – Âu Lạc,direct | direct,high | high,Sơ đồ trực tiếp mô tả tổ chức nhà nước Văn Lang.,True,approved,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,dong_son,
grade_10:12148:img_06,10,12148,** Hình 4. ** Muôi đồng Việt Khê (Hải Phòng),approved,True,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual,high,Hiện vật/không gian/họa tiết Đông Sơn – lưu vực sông Hồng là tư liệu tiêu biểu của văn minh Văn Lang – Âu Lạc.,False,approved,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,dong_son,
grade_10:12148:img_07,10,12148,** Hình 5. ** Lưỡi cày đồng Cổ Loa (Hà Nội),approved,True,su-ra-doi-nha-nuoc-au-lac | hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Nhà nước Âu Lạc | Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual | strong_contextual,high | high,Lưỡi cày đồng Cổ Loa là hiện vật trực tiếp của không gian Âu Lạc và văn minh Việt cổ.,True,approved,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,dong_son,
grade_10:12148:img_08,10,12148,** Hình 6. ** Trống đồng Ngọc Lũ (Hà Nam),approved,True,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual,high,Hiện vật/không gian/họa tiết Đông Sơn – lưu vực sông Hồng là tư liệu tiêu biểu của văn minh Văn Lang – Âu Lạc.,False,approved,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,dong_son,
grade_10:12148:img_09,10,12148,** **,approved,True,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual,high,Hiện vật/không gian/họa tiết Đông Sơn – lưu vực sông Hồng là tư liệu tiêu biểu của văn minh Văn Lang – Âu Lạc.,True,no_suitable_event,,dong_son,
grade_10:12148:img_10,10,12148,** **,approved,True,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual,high,Hiện vật/không gian/họa tiết Đông Sơn – lưu vực sông Hồng là tư liệu tiêu biểu của văn minh Văn Lang – Âu Lạc.,True,no_suitable_event,,dong_son,
grade_10:12148:img_11,10,12148,** **,approved,True,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual,high,Hiện vật/không gian/họa tiết Đông Sơn – lưu vực sông Hồng là tư liệu tiêu biểu của văn minh Văn Lang – Âu Lạc.,True,no_suitable_event,,dong_son,
grade_10:12148:img_12,10,12148,** **,approved,True,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,Hình thành và phát triển văn minh Văn Lang – Âu Lạc,strong_contextual,high,Hiện vật/không gian/họa tiết Đông Sơn – lưu vực sông Hồng là tư liệu tiêu biểu của văn minh Văn Lang – Âu Lạc.,True,no_suitable_event,,dong_son,
grade_10:12148:img_13,10,12148,** **,approved,True,van-hoa-sa-huynh,Văn hoá Sa Huỳnh,direct,high,Bộ hiện vật trang sức/đồ tùy táng đặc trưng cho văn hóa Sa Huỳnh.,True,no_suitable_event,,,
grade_10:12148:img_14,10,12148,** Hình 9. ** Vùng cửa sông Thu Bồn (Quảng Nam),approved,True,hinh-thanh-phat-trien-van-minh-cham-pa,Hình thành và phát triển văn minh Chăm-pa,strong_contextual,high,"Ảnh thể hiện không gian, nghi lễ, kiến trúc hoặc nghệ thuật trực tiếp thuộc văn minh Chăm-pa.",False,approved,hinh-thanh-phat-trien-van-minh-cham-pa,champa,
grade_10:12148:img_15,10,12148,** Hình 10. ** Lễ hội Ka-tê được người Chăm theo Hin-đu giáo tổ chức tại tháp Pô Sa Inư (Ninh Thuận),approved,True,hinh-thanh-phat-trien-van-minh-cham-pa,Hình thành và phát triển văn minh Chăm-pa,strong_contextual,high,"Ảnh thể hiện không gian, nghi lễ, kiến trúc hoặc nghệ thuật trực tiếp thuộc văn minh Chăm-pa.",False,approved,hinh-thanh-phat-trien-van-minh-cham-pa,champa,
grade_10:12148:img_16,10,12148,** Hình 11. ** Thánh địa Mỹ Sơn (Quảng Nam),approved,True,hinh-thanh-phat-trien-van-minh-cham-pa,Hình thành và phát triển văn minh Chăm-pa,strong_contextual,high,"Ảnh thể hiện không gian, nghi lễ, kiến trúc hoặc nghệ thuật trực tiếp thuộc văn minh Chăm-pa.",False,approved,hinh-thanh-phat-trien-van-minh-cham-pa,champa,
grade_10:12148:img_17,10,12148,** Hình 12. ** Tháp Bà Pô Na-ga ở Nha Trang (Khánh Hoà),approved,True,hinh-thanh-phat-trien-van-minh-cham-pa,Hình thành và phát triển văn minh Chăm-pa,strong_contextual,high,"Ảnh thể hiện không gian, nghi lễ, kiến trúc hoặc nghệ thuật trực tiếp thuộc văn minh Chăm-pa.",False,approved,hinh-thanh-phat-trien-van-minh-cham-pa,champa,
grade_10:12148:img_18,10,12148,** Hình 13. ** Tượng Phật Đồng Dương (Quảng Nam),approved,True,hinh-thanh-phat-trien-van-minh-cham-pa,Hình thành và phát triển văn minh Chăm-pa,strong_contextual,high,"Ảnh thể hiện không gian, nghi lễ, kiến trúc hoặc nghệ thuật trực tiếp thuộc văn minh Chăm-pa.",False,approved,hinh-thanh-phat-trien-van-minh-cham-pa,champa,
grade_10:12148:img_19,10,12148,** Hình 14. ** Phù điêu Krít-ma Go-va-ha-ra Khương Mỹ (Quảng Nam),approved,True,hinh-thanh-phat-trien-van-minh-cham-pa,Hình thành và phát triển văn minh Chăm-pa,strong_contextual,high,"Ảnh thể hiện không gian, nghi lễ, kiến trúc hoặc nghệ thuật trực tiếp thuộc văn minh Chăm-pa.",False,approved,hinh-thanh-phat-trien-van-minh-cham-pa,champa,
grade_10:12148:img_20,10,12148,** Hình 15. ** Nổi và cà ràng (bếp đun) bằng đất nung – một trong những hiện vật tiêu biểu của văn hoá tiền Óc Eo,approved,True,van-hoa-tien-oc-eo,Văn hoá tiền Óc Eo,direct,high,"Caption xác định đây là nồi vòi rồng, hiện vật tiêu biểu của văn hóa tiền Óc Eo.",False,approved,van-hoa-tien-oc-eo,,
grade_10:12148:img_21,10,12148,** Hình 16. ** Một số đồng tiền Óc Eo,approved,True,hinh-thanh-phat-trien-van-minh-phu-nam,Hình thành và phát triển văn minh Phù Nam,strong_contextual,high,"Tiền tệ, trang sức và tượng cổ thuộc hệ thống di vật Óc Eo – Phù Nam, minh họa trực tiếp văn minh Phù Nam.",True,approved,van-hoa-tien-oc-eo,,
grade_10:12148:img_22,10,12148,** Hình 17. ** Đồng tiền vàng La Mã được tìm thấy trong di chỉ Óc Eo,approved,True,hinh-thanh-phat-trien-van-minh-phu-nam,Hình thành và phát triển văn minh Phù Nam,strong_contextual,high,"Tiền tệ, trang sức và tượng cổ thuộc hệ thống di vật Óc Eo – Phù Nam, minh họa trực tiếp văn minh Phù Nam.",False,approved,hinh-thanh-phat-trien-van-minh-phu-nam,,
grade_10:12148:img_23,10,12148,** Hình 18. ** Một số đồ trang sức của cư dân Phù Nam,approved,True,hinh-thanh-phat-trien-van-minh-phu-nam,Hình thành và phát triển văn minh Phù Nam,strong_contextual,high,"Tiền tệ, trang sức và tượng cổ thuộc hệ thống di vật Óc Eo – Phù Nam, minh họa trực tiếp văn minh Phù Nam.",False,approved,hinh-thanh-phat-trien-van-minh-phu-nam,,
grade_10:12148:img_24,10,12148,** **,approved,True,hinh-thanh-phat-trien-van-minh-phu-nam,Hình thành và phát triển văn minh Phù Nam,strong_contextual,high,"Tiền tệ, trang sức và tượng cổ thuộc hệ thống di vật Óc Eo – Phù Nam, minh họa trực tiếp văn minh Phù Nam.",True,approved,hinh-thanh-phat-trien-van-minh-cham-pa,,
grade_10:12160:img_01,10,12160,** Hình 1. ** Sơ đồ tiến trình phát triển của văn minh Đại Việt,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12160:img_02,10,12160,** Hình 2. ** Sơ đồ tổ chức nhà nước thời Lê sơ,approved,True,cai-cach-le-thanh-tong | le-thanh-tong-dua-luc-bo-thanh-co-quan-quyen-luc | cai-to-hanh-chinh-dia-phuong-12-thua-tuyen,Cải cách Lê Thánh Tông | Lê Thánh Tông củng cố Lục bộ | Chia 12 thừa tuyên,direct | direct | direct,high | high | high,Sơ đồ tổ chức nhà nước Lê sơ phản ánh trực tiếp cơ cấu được củng cố trong cải cách Lê Thánh Tông.,True,approved,nha-le-so-thanh-lap,,
grade_10:12160:img_03,10,12160,** Hình 3. ** Trang bìa bản dịch hai bộ luật tiêu biểu của Việt Nam thời kì quân chủ,approved,True,ban-hanh-quoc-trieu-hinh-luat,Ban hành Luật Hồng Đức,direct,high,"Ảnh có bìa Quốc triều hình luật (Luật Hồng Đức), khớp trực tiếp sự kiện ban hành bộ luật.",True,no_suitable_event,,,
grade_10:12160:img_04,10,12160,** Hình 4. ** Tái hiện lễ Tịch điền tại Núi Đại (Hà Nam) năm 2010 (Người cầm cày là Chủ tịch nước Nguyễn Minh Triết),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12160:img_05,10,12160,,no_suitable_event,unknown,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,approved,nha-le-so-thanh-lap,,
grade_10:12160:img_06,10,12160,** **,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,approved,nha-le-so-thanh-lap,,
grade_10:12160:img_07,10,12160,** **,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,approved,nha-le-so-thanh-lap,,
grade_10:12160:img_08,10,12160,** **,approved,True,nguoi-viet-che-tao-sung-than-co-thuyen-chien,Người Việt chế tạo được súng thần cơ và đóng thuyền chiến cỡ lớn,strong_contextual,high,"Ảnh là súng thần công cổ, minh họa trực tiếp thành tựu chế tạo súng thần cơ.",True,no_suitable_event,,,
grade_10:12160:img_09,10,12160,** Hình 6. ** Thạp gốm thời Lý,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12160:img_10,10,12160,"** Hình 7. ** Bộ cửa gỗ chạm rồng thời Trần ở chùa Phổ Minh (Mỹ Lộc, Nam Định)",no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12160:img_11,10,12160,** Hình 8. ** Bức thư Phúc Nghĩa hầu gửi Quốc vương Nhật Bản đặt quan hệ bang giao năm 1591,approved,True,phuc-nghia-hau-gui-thu-nhat-ban,Phúc Nghĩa hầu gửi thư cho Quốc vương Nhật Bản,direct,high,Caption xác định trực tiếp bức thư Phúc Nghĩa hầu gửi Quốc vương Nhật Bản năm 1591.,True,no_suitable_event,,,
grade_10:12160:img_12,10,12160,"** Hình 9. ** Châu ấn trạng do Mạc phủ (Nhật Bản) cấp năm 1614, cho phép thuyền của nước này đến buôn bán với Đàng Trong",approved,True,thuong-mai-a-au-phat-trien-tai-dai-viet,"Thương mại Á – Âu phát triển, các công ti nước ngoài đến Đại Việt buôn bán",direct,high,Châu ấn trạng cho phép thuyền Nhật đến buôn bán với Đàng Trong là tư liệu trực tiếp về thương mại quốc tế ở Đại Việt.,False,approved,thuong-mai-a-au-phat-trien-tai-dai-viet,,
grade_10:12160:img_13,10,12160,** Hình 10. ** Đình Tây Đằng (Hà Nội),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12160:img_14,10,12160,** Hình 11. ** Tháp Phổ Minh thời Trần (Nam Định),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12160:img_15,10,12160,** Hình 12. ** Tháp chuông chùa Keo thời Lê trung hưng (Thái Bình),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12160:img_16,10,12160,** Hình 13. ** Bia Tiến sĩ ở Văn Miếu – Quốc Tử Giám (Hà Nội),approved,True,le-thanh-tong-dung-bia-tien-si-van-mieu,Vua Lê Thánh Tông cho dựng bia đá ở Văn Miếu khắc tên Tiến sĩ,direct,high,Ảnh trực tiếp là hệ thống bia Tiến sĩ ở Văn Miếu.,False,approved,le-thanh-tong-dung-bia-tien-si-van-mieu,,
grade_10:12160:img_17,10,12160,** Hình 14. ** Chùa Trấn Quốc thời Lê trung hưng (Hà Nội),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12160:img_18,10,12160,** Hình 15. ** Tượng Phật Bà Quan Âm thời Lê trung hưng ở chùa Bút Tháp (Bắc Ninh),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12160:img_19,10,12160,** Hình 16. ** Dàn nhạc công được chạm khắc trên chân tảng đá chùa Phật Tích thời Lý (Bắc Ninh),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",True,deferred,,,
grade_10:12162:img_01,10,12162,** Hình 1. ** Đoàn đại biểu đại diện cộng đồng các dân tộc Việt Nam trong một lễ kỉ niệm của đất nước,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12162:img_02,10,12162,** Hình 2. ** Sơ đồ thành phần dân tộc theo ngữ hệ ở Việt Nam,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12162:img_03,10,12162,** Hình 3. ** Thu hoạch lúa nước của người Kinh: thủ công và cơ giới,no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
grade_10:12162:img_04,10,12162,** Hình 4. ** Ruộng bậc thang của người Mông ở Mù Cang Chải (Yên Bái),no_suitable_event,not_material,,,,,"Không có event nào trong tập event hiện có đủ quan hệ trực tiếp hoặc strong contextual với nội dung thật của ảnh. Điểm score, trùng token và thứ tự suggestion không được dùng làm bằng chứng.",False,no_suitable_event,,,
