priority,eventId,title,category,currentPolicyGeoType,currentMarkerSummary,currentRegionSummary,issue,agentRecommendation,allowedDecisions,reviewerDecision,approvedGeoType,approvedMarkers,approvedProvinceNames,approvedGadmRefs,reviewer,reviewDate,reviewerNote
P1,hoi-nghi-dien-hong,Hội nghị Diên Hồng,multi-point integrity flag: B_duplicate_coordinates,multi_point,điện Diên Hồng(high); điện Diên Hồng(high); Thăng Long(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""điện Diên Hồng"", ""lat"": 21.0375, ""lng"": 105.8383, ""confidence"": ""high""}, {""name"": ""Thăng Long"", ""lat"": 21.0285, ""lng"": 105.8542, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,hoi-nghi-lan-thu-8-ban-chap-hanh-trung-uong-dang-cong-san-dong-duong,Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương,multi-point integrity flag: B_duplicate_coordinates,multi_point,Pác Bó(high); Pác Bó(high); Hà Quảng(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Pác Bó"", ""lat"": 22.8833, ""lng"": 105.7167, ""confidence"": ""high""}, {""name"": ""Hà Quảng"", ""lat"": 22.85, ""lng"": 106.05, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P0,hoi-nghi-thanh-lap-dang-cong-san-viet-nam,Nguyễn Ái Quốc triệu tập và chủ trì Hội nghị thành lập Đảng Cộng sản Việt Nam,P0 / demo / override,no_location,,,P0 / demo / override,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,"Kowloon/Hong Kong is outside the Vietnam overview boundary layer. The former Mekong Delta coordinate was a disambiguation error. No operational overview-map geometry is approved. Historical locations (Cửu Long, Hương Cảng, Hồng Công) are preserved as context only."
P1,hoi-nghi-toan-quoc-cua-dang-tan-trao,Hội nghị toàn quốc của Đảng họp ở Tân Trào,multi-point integrity flag: B_duplicate_coordinates,multi_point,Tân Trào(high); Tân Trào(high); Sơn Dương(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Tân Trào"", ""lat"": 21.75, ""lng"": 105.35, ""confidence"": ""high""}, {""name"": ""Sơn Dương"", ""lat"": 21.65, ""lng"": 105.35, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,hoi-the-dong-quan,Hội thề Đông Quan,multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,Thăng Long - Đông Đô(high); Thăng Long - Đông Đô(high),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_POINT,point,"[{""name"": ""Thăng Long - Đông Đô"", ""lat"": 21.0285, ""lng"": 105.8542, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Single distinct named locality with high confidence retained as a point; the duplicated marker artifact is removed. Not claimed as fully verified history.
P1,khang-chien-chong-quan-minh-nha-ho,Kháng chiến chống quân Minh của nhà Hồ,multi-point integrity flag: B_duplicate_coordinates,multi_point,thành Đa Bang(high); thành Đa Bang(high); Đại Ngu(low); Đông Đô(high); thành Tây Đô(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,khang-chien-chong-quan-mong-co-1258,Kháng chiến chống quân Mông Cổ (lần 1),multi-point integrity flag: B_duplicate_coordinates,multi_point,Đông Bộ Đầu(medium); Đông Bộ Đầu(medium); Thăng Long(high); Bình Lệ Nguyên(medium),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,khang-chien-chong-quan-nguyen-1285,Kháng chiến chống quân Nguyên (lần 2),multi-point integrity flag: B_duplicate_coordinates,multi_point,Hàm Tử(high); Hàm Tử(high); Chương Dương(high); Thăng Long(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Hàm Tử"", ""lat"": 20.85, ""lng"": 106.05, ""confidence"": ""high""}, {""name"": ""Chương Dương"", ""lat"": 20.85, ""lng"": 105.8833, ""confidence"": ""high""}, {""name"": ""Thăng Long"", ""lat"": 21.0285, ""lng"": 105.8542, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,khang-chien-chong-quan-nguyen-1287-1288,Kháng chiến chống quân Nguyên (lần 3),multi-point integrity flag: B_duplicate_coordinates,multi_point,Bạch Đằng(medium); Bạch Đằng(medium); Cửa Lục(high); Thăng Long(high); Vân Đồn(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,khang-chien-chong-quan-thanh-1789,Kháng chiến chống quân Thanh,multi-point integrity flag: B_duplicate_coordinates,multi_point,Ngọc Hồi - Đống Đa(medium); Ngọc Hồi - Đống Đa(medium); Thăng Long(high); Ngọc Hồi(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,khang-chien-chong-quan-tong-981,Kháng chiến chống quân Tống (lần 1),multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,Bạch Đằng(medium); Bạch Đằng(medium),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Multi-point contract violated: only one distinct coordinate and/or marker provenance insufficient. Fail-closed no_location applied.
P1,khang-chien-chong-quan-trieu-an-duong-vuong,Kháng chiến chống quân Triệu của An Dương Vương,multi-point integrity flag: B_duplicate_coordinates,multi_point,thành Cổ Loa(high); thành Cổ Loa(high); Âu Lạc(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""thành Cổ Loa"", ""lat"": 21.13, ""lng"": 105.85, ""confidence"": ""high""}, {""name"": ""Âu Lạc"", ""lat"": 21.1397, ""lng"": 105.9286, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,khang-chien-chong-quan-xiem-1784-1785,Kháng chiến chống quân Xiêm,multi-point integrity flag: B_duplicate_coordinates,multi_point,Mỹ Tho(high); Mỹ Tho(high); Rạch Gầm – Xoài Mút(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Mỹ Tho"", ""lat"": 10.35, ""lng"": 106.35, ""confidence"": ""high""}, {""name"": ""Rạch Gầm – Xoài Mút"", ""lat"": 10.35, ""lng"": 105.95, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,khang-chien-chong-thuc-dan-phap-1945-1954,Cuộc kháng chiến chống thực dân Pháp,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,khang-chien-chong-thuc-dan-phap-trieu-nguyen,Kháng chiến chống thực dân Pháp của triều Nguyễn,multi-point integrity flag: B_duplicate_coordinates,multi_point,Gia Định(high); Gia Định(high); Bắc Kì(low); Nam Kì(medium),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,khoi-nghia-ba-trieu,Khởi nghĩa Bà Triệu,multi-point integrity flag: B_duplicate_coordinates,multi_point,"Giao Chỉ(medium); Giao Chỉ(medium); Cửu Chân(medium); núi Nưa (Triệu Sơn, Thanh Hoá)(high)",,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,khoi-nghia-hai-ba-trung,Khởi nghĩa Hai Bà Trưng,multi-point integrity flag: B_duplicate_coordinates,multi_point,"Hát Môn (Phúc Thọ, Hà Nội)(high); Hát Môn (Phúc Thọ, Hà Nội)(high); Luy Lâu (Bắc Ninh)(high); Mê Linh(high); Cổ Loa (Hà Nội)(high)",,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Hát Môn (Phúc Thọ, Hà Nội)"", ""lat"": 21.1, ""lng"": 105.55, ""confidence"": ""high""}, {""name"": ""Luy Lâu (Bắc Ninh)"", ""lat"": 21.05, ""lng"": 106.08, ""confidence"": ""high""}, {""name"": ""Mê Linh"", ""lat"": 21.25, ""lng"": 105.75, ""confidence"": ""high""}, {""name"": ""Cổ Loa (Hà Nội)"", ""lat"": 21.12, ""lng"": 105.88, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,khoi-nghia-khu-lien-lap-nuoc-lam-ap,Khởi nghĩa Khu Liên lập nước Lâm Ấp,multi-point integrity flag: B_duplicate_coordinates,multi_point,Trà Kiệu(high); Trà Kiệu(high); quận Nhật Nam(low),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,khoi-nghia-lam-son,Khởi nghĩa Lam Sơn,multi-point integrity flag: B_duplicate_coordinates,multi_point,Thăng Long - Đông Đô(high); Thăng Long - Đông Đô(high); Đại Việt(low); Lam Kinh (Thanh Hoá)(high); Thuận Hoá(high); Tân Bình(high); Tốt Động(high); Diễn Châu(high); núi Chí Linh(high); Bồ Ải(medium); Chi Lăng(high); Chúc Động(high); Xương Giang(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,khoi-nghia-mai-thuc-loan,Khởi nghĩa Mai Thúc Loan,multi-point integrity flag: B_duplicate_coordinates,multi_point,Nam Đàn (Nghệ An)(high); Nam Đàn (Nghệ An)(high); Hoan Châu(medium),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,ly-nhan-tong-lap-quoc-tu-giam,Vua Lý Nhân Tông cho lập Quốc Tử Giám,multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,Quốc Tử Giám(high); Quốc Tử Giám(high),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_POINT,point,"[{""name"": ""Quốc Tử Giám"", ""lat"": 21.0253, ""lng"": 105.8345, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Single distinct named locality with high confidence retained as a point; the duplicated marker artifact is removed. Not claimed as fully verified history.
P1,ly-thai-to-doi-do-thang-long,Lý Thái Tổ dời đô ra Thăng Long,multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,Thăng Long(high); Thăng Long(high),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_POINT,point,"[{""name"": ""Thăng Long"", ""lat"": 21.0285, ""lng"": 105.8542, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Single distinct named locality with high confidence retained as a point; the duplicated marker artifact is removed. Not claimed as fully verified history.
P1,my-thay-chan-phap-dung-chinh-quyen-ngo-dinh-diem,"Mỹ thay chân Pháp, dựng chính quyền Ngô Đình Diệm",multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,miền Nam Việt Nam(low); miền Nam Việt Nam(low),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Multi-point contract violated: only one distinct coordinate and/or marker provenance insufficient. Fail-closed no_location applied.
P1,ngo-quyen-xung-vuong-co-loa,Ngô Quyền xưng vương và đóng đô ở Cổ Loa,multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,Cổ Loa(high); Cổ Loa(high),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_POINT,point,"[{""name"": ""Cổ Loa"", ""lat"": 21.1139, ""lng"": 105.8783, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Single distinct named locality with high confidence retained as a point; the duplicated marker artifact is removed. Not claimed as fully verified history.
P1,nguyen-ai-quoc-tro-ve-nuoc,Nguyễn Ái Quốc trở về nước,multi-point integrity flag: B_duplicate_coordinates,multi_point,Hà Quảng(high); Hà Quảng(high); Pác Bó(high); Tổ quốc Việt Nam(low),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,nguyen-tat-thanh-ra-di-tim-duong-cuu-nuoc,Nguyễn Tất Thành ra đi tìm đường cứu nước,multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,Bến Nhà Rồng(high); Bến Nhà Rồng(high),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_POINT,point,"[{""name"": ""Bến Nhà Rồng"", ""lat"": 10.7667, ""lng"": 106.7067, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Single distinct named locality with high confidence retained as a point; the duplicated marker artifact is removed. Not claimed as fully verified history.
P1,nguyen-tat-thanh-roi-phan-thiet-vao-sai-gon,Nguyễn Tất Thành rời Phan Thiết vào Sài Gòn,multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,Phan Thiết(high); Phan Thiết(high),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_POINT,point,"[{""name"": ""Phan Thiết"", ""lat"": 10.9333, ""lng"": 108.1, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Single distinct named locality with high confidence retained as a point; the duplicated marker artifact is removed. Not claimed as fully verified history.
P1,nha-ly-thanh-lap-trang-van-don,Nhà Lý thành lập trang Vân Đồn,multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,Vân Đồn(high); Vân Đồn(high),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_POINT,point,"[{""name"": ""Vân Đồn"", ""lat"": 20.9906, ""lng"": 107.4069, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Single distinct named locality with high confidence retained as a point; the duplicated marker artifact is removed. Not claimed as fully verified history.
P1,phap-chiem-bac-ki-lan-2,Pháp đánh chiếm Bắc Kì lần thứ hai,multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,Bắc Kì(low); Bắc Kì(low),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Multi-point contract violated: only one distinct coordinate and/or marker provenance insufficient. Fail-closed no_location applied.
P1,phap-chiem-sau-tinh-nam-ki,Pháp chiếm sáu tỉnh Nam Kì,multi-point integrity flag: B_duplicate_coordinates,multi_point,Gia Định(high); Gia Định(high); Nam Kì(medium),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,phap-cho-hai-quan-tru-dong-truong-sa,Pháp cho hải quân trú đóng ở các đảo chính thuộc quần đảo Trường Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,phap-gui-cong-ham-phan-doi-nhat-ban-kiem-soat-truong-sa,Pháp gửi công hàm phản đối Nhật Bản kiểm soát một số đảo thuộc quần đảo Trường Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,phap-xay-dung-bia-chu-quyen-hoang-sa,Pháp xây dựng bia chủ quyền trên quần đảo Hoàng Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,phap-xay-dung-cot-hai-dang-hoang-sa,Pháp xây dựng cột hải đăng trên quần đảo Hoàng Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
